Identifier (RIC),Company Name,"ESG Score
(FY0)
(Σ=Avg)","ESG Period Last Update Date
(FY0)","ESG Score
(FY-1)
(Σ=Avg)","YoY % Chg in
ESG Score
(FY0)
(Σ=Avg)",Ticker Symbol,TRBC Economic Sector Name,"Original Announcement Date Time
(FY0)","Market Cap
(Σ=Avg)","Beta
(Σ=Avg)"
ARRY.OQ,Array Technologies Inc,12.56 (D),31/03/2023,,,ARRY,Energy,21/03/2023,"2,959,593,173.29",2.11
SGU.N,Star Group LP,11.63 (D),09/03/2023,11.95 (D),-2.6% (D),SGU,Energy,07/12/2022,"443,872,137.60",0.47
VTDRF.PK,Vantage Drilling International,10.59 (D),29/03/2023,,,VTDRF,Energy,23/03/2023,"238,127,040.00",1.71
DWSN.OQ,Dawson Geophysical Co,10.40 (D),09/03/2023,9.09 (D),14.4% (D-),DWSN,Energy,13/03/2023,"43,486,075.22",0.95
SUN.N,Sunoco LP,10.03 (D),29/03/2023,7.89 (D-),27.0% (D-),SUN,Energy,15/02/2023,"3,702,783,928.95",1.32
STR.N,Sitio Royalties Corp,9.09 (D),31/03/2023,3.84 (D-),136.7% (D-),STR,Energy,08/03/2023,"3,748,765,510.22",0.96
MMLP.OQ,Martin Midstream Partners LP,9.03 (D),29/03/2023,,,MMLP,Energy,15/02/2023,"108,183,160.68",2.04
ERINQ.PK,Erin Energy Corp,9.02 (D),02/02/2023,9.14 (D),-1.3% (D),ERINQ,Energy,16/03/2018,215.34,1.97
IEP.OQ,Icahn Enterprises LP,7.52 (D-),29/03/2023,5.15 (D-),46.2% (D-),IEP,Energy,24/02/2023,"18,516,575,171.34",0.72
DKL.N,Delek Logistics Partners LP,7.42 (D-),31/03/2023,,,DKL,Energy,28/02/2023,"2,125,711,164.57",2.14
VNOM.OQ,Viper Energy Partners LP,6.16 (D-),29/03/2023,,,VNOM,Energy,21/02/2023,"4,888,538,082.56",1.92
GEL.N,Genesis Energy LP,1.19 (D-),31/03/2023,,,GEL,Energy,22/02/2023,"1,372,887,241.60",2.15
XXFPL.PK,FFP Partners LP,,,,,XXFPL,Energy,,2.23,
FSEI.PK,First Seismic Corp,,,,,FSEI,Energy,,"998,573.20",
ALOD.PK,Allied Resources Inc,,,,,ALOD,Energy,29/04/2016,"1,407,599.74",
AERN.PK,AER Energy Resources Inc,,,,,AERN,Energy,30/03/2012,"1,372.93",
USWF.PK,U.S. Wind Farming Inc,,,,,USWF,Energy,,"1,262.22",
ENSV.A,Enservco Corp,,,,,ENSV,Energy,31/03/2023,"8,289,144.15",1.54
BPT.N,BP Prudhoe Bay Royalty Trust,,,,,BPT,Energy,16/03/2023,"178,262,000.00",0.34
BRN.A,Barnwell Industries Inc,,,,,BRN,Energy,29/12/2022,"29,471,793.52",0.37
BDCO.PK,Blue Dolphin Energy Co,,,,,BDCO,Energy,01/04/2022,"37,304,920.00",0.28
MARPS.OQ,Marine Petroleum Trust,,,,,MARPS,Energy,31/08/2022,"15,720,000.00",0.49
EFV.V,EF EnergyFunders Ventures Inc,,,,,EFV,Energy,04/05/2022,"4,073,882.61",0.44
SPOC.PK,Spectrum Oil Corp,,,,,SPOC,Energy,,171.72,
MTR.N,Mesa Royalty Trust,,,,,MTR,Energy,23/03/2023,"32,612,825.00",0.77
PPIH.OQ,Perma-Pipe International Holdings Inc,,,,,PPIH,Energy,19/04/2022,"86,769,885.68",0.26
TSSP.PK,Trendsetter Solar Products Inc,,,,,TSSP,Energy,,7.7,
RVTI.PK,Rival Technologies Inc,,,,,RVTI,Energy,15/04/2010,"21,476,951.45",
NRT.N,North European Oil Royalty Trust,,,,,NRT,Energy,16/11/2022,"115,617,622.20",1.16
OUTB.PK,Outback Oil & Mineral Exploration Corp,,,,,OUTB,Energy,,825,
CCWF.PK,Church & Crawford Inc,,,,,CCWF,Energy,28/03/2012,"6,571,691.24",
TAL.TO,Petrotal Corp,,,,,TAL,Energy,30/03/2023,"500,616,548.18",2.05
PBT.N,Permian Basin Royalty Trust,,,,,PBT,Energy,01/03/2023,"1,230,938,302.36",0.89
PTRO.PK,Petrominerals Corp,,,,,PTRO,Energy,29/03/2004,1,
RUNh.V,Running Fox Resource Corp,,,,,RUN.H,Energy,27/03/2023,"406,973.90",-0.01
YUMAQ.PK,Yuma Energy Inc,,,,,YUMAQ,Energy,02/04/2019,155.2,1.97
AXPT.PK,Axis Petroleum Co,,,,,AXPT,Energy,,,
SBR.N,Sabine Royalty Trust,,,,,SBR,Energy,28/02/2023,"1,092,867,701.20",0.55
SJT.N,San Juan Basin Royalty Trust,,,,,SJT,Energy,31/03/2023,"500,112,381.08",0.92
BWTX.PK,Bakken Water Transfer Services Inc,,,,,BWTX,Energy,,"13,285,906.43",
DVCh.V,Devin Energy Corp,,,,,DVC.H,Energy,01/05/2019,,1.97
MIND.OQ,Mind Technology Inc,,,,,MIND,Energy,20/04/2022,"7,101,200.07",1.53
ZAZA.PK,ZaZa Energy Corp,,,,,ZAZA,Energy,31/03/2015,13.76,
USEG.OQ,US Energy Corp,,,,,USEG,Energy,28/03/2022,"35,533,813.04",0.95
HXPN.PK,Harris Exploration Inc,,,,,HXPN,Energy,,"7,853,459.60",
WACC.PK,Westamerica Corp,,,,,WACC,Energy,29/06/1997,17.67,
FPPP.PK,FieldPoint Petroleum Corp,,,,,FPPP,Energy,15/04/2019,"1,066.92",1.92
CRT.N,Cross Timbers Royalty Trust,,,,,CRT,Energy,30/03/2023,"116,040,000.00",0.74
SLTZ.PK,Solar Thin Films Inc,,,,,SLTZ,Energy,14/02/2013,"34,989.08",
GCEH.PK,Global Clean Energy Holdings Inc,,,,,GCEH,Energy,04/04/2022,"31,767,034.16",2.28
XTPT.PK,X -Tra Petroleum Inc,,,,,XTPT,Energy,,"18,726,336.90",
WWNG.PK,WW Energy Inc,,,,,WWNG,Energy,,"25,341.05",
CTNR.PK,Central Natural Resources Inc,,,,,CTNR,Energy,07/06/2019,"3,379,344.00",1.97
DBRM.PK,Daybreak Oil and Gas Inc,,,,,DBRM,Energy,15/06/2022,"8,040,969.90",4.46
AGYP.PK,Allied Energy Corp,,,,,AGYP,Energy,,"3,994,776.35",
MGFX.PK,Monarch Gulf Exploration Inc,,,,,MGFX,Energy,,15.46,
SHCC.PK,SHI Corp,,,,,SHCC,Energy,16/01/2008,59.27,
SAEC.PK,Starlight Energy Corp,,,,,SAEC,Energy,,"649,550.00",
JSTS.PK,Justiss Oil Company Inc,,,,,JSTS,Energy,,,
NWGN.PK,Newgen Technologies Inc,,,,,NWGN,Energy,,"6,703.32",
GBR.A,New Concept Energy Inc,,,,,GBR,Energy,21/03/2023,"5,747,766.08",0.64
PIUTQ.PK,Paiute Oil and Mining Corp,,,,,PIUTQ,Energy,,,
STDE.PK,Standard Energy Corp,,,,,STDE,Energy,30/06/2009,188.31,
RNWF.PK,Renewal Fuels Inc,,,,,RNWF,Energy,15/04/2008,"525,012.26",
HMGP.PK,Hemi Energy Group Inc,,,,,HMGP,Energy,,50.8,
KLNG.PK,Koil Energy Solutions Inc,,,,,KLNG,Energy,30/03/2023,"6,419,629.08",
UNRG.PK,United Energy Corp,,,,,UNRG,Energy,14/07/2010,"14,663,428.52",
AEPT.PK,American Energy Partners Inc,,,,,AEPT,Energy,08/04/2022,"12,404,642.13",2.18
GNOLF.PK,Genoil Inc,,,,,GNOLF,Energy,20/05/2022,"640,633.03",4.62
GERS.PK,CleanTech Alpha Corp,,,,,GERS,Energy,11/10/2021,"2,006,033.40",-1.14
MXC.A,Mexco Energy Corp,,,,,MXC,Energy,27/06/2022,"26,260,920.00",1.15
CSBF.PK,Consolidated Biofuels Inc,,,,,CSBF,Energy,,"2,060.06",
GTII.PK,Global Tech Industries Group Inc,,,,,GTII,Energy,31/03/2023,"395,121,113.40",-1.34
GSPI.PK,Green Star Products Inc,,,,,GSPI,Energy,,"536,317.96",
PEMC.PK,Pacific Energy & Mining Co,,,,,PEMC,Energy,,"362,351.87",
POGS.PK,Pioneer Oil and Gas,,,,,POGS,Energy,15/01/2014,"560,637.66",
MPIR.PK,Empire Diversified Energy Inc,,,,,MPIR,Energy,,"89,196,786.00",
RSRV.PK,Reserve Petroleum Co,,,,,RSRV,Energy,31/03/2023,"35,525,717.50",0.15
SPND.PK,Spindletop Oil and Gas Co,,,,,SPND,Energy,15/04/2022,"18,563,374.50",1.1
GFCI.PK,Grifco International Inc,,,,,GFCI,Energy,,115.56,
TROG.PK,Triumph Oil And Gas Corp,,,,,TROG,Energy,,,
ARET.PK,Arete Industries Inc,,,,,ARET,Energy,,"4,402.37",
PFNO.PK,ParaFin Corp,,,,,PFNO,Energy,28/12/2012,"968,028.07",
PMDP.PK,Plateau Mineral Development Inc,,,,,PMDP,Energy,,"2,129.89",
CSTJ.PK,Creston Resources Ltd,,,,,CSTJ,Energy,,"6,938.37",
AMNI.PK,American Noble Gas Inc,,,,,AMNI,Energy,06/04/2022,"1,293,546.39",1.41
CHAG.PK,Chancellor Group Inc,,,,,CHAG,Energy,31/03/2014,"37,230.02",
RYPE.PK,Royalite Petroleum Company Inc,,,,,RYPE,Energy,13/08/2008,"10,066.41",
EP.A,Empire Petroleum Corp,,,,,EP,Energy,31/03/2023,"287,489,334.51",0.81
TCEC.PK,TransCoastal Corp,,,,,TCEC,Energy,31/03/2015,"3,000.93",
PPTL.PK,Premium Energy Corp,,,,,PPTL,Energy,,0.89,
HDYNQ.PK,Hyperdynamics Corp,,,,,HDYNQ,Energy,15/11/2017,35.57,
NEVE.PK,Nevo Energy Inc,,,,,NEVE,Energy,,"14,935,448.00",
FLST.PK,Fuelstream Inc,,,,,FLST,Energy,22/05/2015,442.05,
WTLC.PK,Western Metals Corp,,,,,WTLC,Energy,03/03/2003,"2,870,775.79",
GNPG.PK,Green Planet Group Inc,,,,,GNPG,Energy,27/09/2021,"9,999,799.92",1.48
AMIN.PK,American International Industries Inc,,,,,AMIN,Energy,15/04/2015,"244,025.98",
MGAG.PK,Mortgage Oil Corp,,,,,MGAG,Energy,,"14,729,400.00",
FNRC.PK,1st NRG Corp,,,,,FNRC,Energy,02/04/2013,"8,973.12",
LCNTU.PK,Louisiana Central Oil & Gas Co,,,,,LCNTU,Energy,,"7,788,040.00",
OJOC.PK,Ojai Oil Co,,,,,OJOC,Energy,,,
RRRI.PK,Rock Ridge Resources Inc,,,,,RRRI,Energy,02/04/2017,"10,994.61",
OSKA.PK,Osyka Corp,,,,,OSKA,Energy,,"1,152,798.12",
HPST.PK,Hempstract Inc,,,,,HPST,Energy,31/03/2013,"563,377.89",
ROYL.PK,Royale Energy Funds Inc,,,,,ROYL,Energy,23/03/2018,"3,248,540.24",1.09
DOMR.PK,Dominion Resources Black Warrior Trust,,,,,DOMR,Energy,23/03/2015,785,
FRGY.PK,Frontier Energy Corp,,,,,FRGY,Energy,03/08/2010,"1,884.09",
ALYE.PK,Aly Energy Services Inc,,,,,ALYE,Energy,15/04/2019,"1,341,637.48",1.71
CRBO.PK,Carbon Energy Corp,,,,,CRBO,Energy,30/03/2020,"103,810.10",1.97
PDER.PK,Pardee Resources Co,,,,,PDER,Energy,,"158,426,880.00",
ZEON.PK,Zeons Corp,,,,,ZEON,Energy,,"128,800.00",
DMEC.PK,Domestic Energy Corp,,,,,DMEC,Energy,,13.78,
NWPN.PK,Now Corp,,,,,NWPN,Energy,,"355,175.00",
NGMC.PK,Next Generation Management Corp,,,,,NGMC,Energy,15/04/2014,"1,336,247.06",
AMEN.PK,AMEN Properties Inc,,,,,AMEN,Energy,30/01/2015,"29,974,344.00",
TRKX.PK,Trek Resources Inc,,,,,TRKX,Energy,,"13,261,875.00",
CTBG.PK,Coil Tubing Technology Inc,,,,,CTBG,Energy,30/03/2015,"4,689.73",
NWOL.PK,North West Oil Group Inc,,,,,NWOL,Energy,,8.86,
PVRS.PK,Pukang Group Holdings Ltd,,,,,PVRS,Energy,02/04/2013,"2,050,011.24",
WNDW.PK,SolarWindow Technologies Inc,,,,,WNDW,Energy,04/11/2021,"14,895,551.72",2.28
GSVI.PK,GSV Inc,,,,,GSVI,Energy,31/03/2009,750.27,
MVNT.PK,Movement Industries Corp,,,,,MVNT,Energy,,"2,117,991.73",
HGTXU.PK,Hugoton Royalty Trust,,,,,HGTXU,Energy,30/03/2023,"78,600,000.00",0.14
BYSD.PK,Bayside Corp,,,,,BYSD,Energy,12/06/2013,"58,190.92",
ALRY.PK,Allenergy Inc,,,,,ALRY,Energy,,116.56,
FFPM.PK,FFP Marketing Company Inc,,,,,FFPM,Energy,,764,
SOFE.PK,Carepay Holdings Inc,,,,,SOFE,Energy,19/04/2013,781.25,
PTOG.PK,Petrotech Oil & Gas Inc,,,,,PTOG,Energy,31/03/2013,101.01,
AMHD.PK,HLK Biotec Holding Group Inc,,,,,AMHD,Energy,,462.46,
CLPE.PK,Clear Peak Energy Inc,,,,,CLPE,Energy,,"4,198,767,270.60",
VCYE.PK,Velocity Energy Inc,,,,,VCYE,Energy,30/08/2010,634.74,
ITFY.PK,Interfoundry Inc,,,,,ITFY,Energy,,"1,565,259.70",
VKIN.PK,Viking Energy Group Inc,,,,,VKIN,Energy,24/03/2023,"45,912,386.80",-1.28
QOIL.PK,Quest Oil Corp,,,,,QOIL,Energy,09/07/2010,"8,522.05",
SKGO.PK,Skybridge Technology Group Inc,,,,,SKGO,Energy,,"2,103.76",
AWSL.PK,Atlantic Power and Infrastructure Corp,,,,,AWSL,Energy,,"20,485,408.75",
GRVE.PK,Groove Botanicals Inc,,,,,GRVE,Energy,11/01/2019,"4,935,875.58",1.12
ABLE.PK,Able Energy Inc,,,,,ABLE,Energy,17/11/2008,14.97,
ERAO.PK,Energy Revenue America Inc,,,,,ERAO,Energy,,"2,240,650.84",
NKRN.PK,Nikron Technologies Inc,,,,,NKRN,Energy,,420.28,
CGEI.PK,CGE Energy Inc,,,,,CGEI,Energy,,"604,844.32",
USEI.PK,US Energy Initiatives Corp Inc,,,,,USEI,Energy,23/05/2012,"6,956.12",
AZGSQ.PK,Aztec Oil & Gas Inc,,,,,AZGSQ,Energy,22/03/2013,12.97,
TGRO.PK,Tiger Oil and Energy Inc,,,,,TGRO,Energy,16/04/2019,"14,821.39",1.97
BRCOQ.PK,Beard Co,,,,,BRCOQ,Energy,09/05/2011,20.02,
HUML.PK,Humble Energy Inc,,,,,HUML,Energy,,"1,928,976.69",
TMGY.PK,Terminus Energy Inc,,,,,TMGY,Energy,,"24,064.99",
IRNG.PK,International Ranger Corp,,,,,IRNG,Energy,,"7,514.21",
EFIR.PK,EGPI Firecreek Inc,,,,,EFIR,Energy,21/05/2013,4.76,
BLMC.PK,Biloxi Marsh Lands Corp,,,,,BLMC,Energy,,"11,155,433.40",
MMMW.PK,Mass Megawatts Inc,,,,,MMMW,Energy,29/07/2022,"1,719,130.16",0.75
AXGC.PK,Axis Energy Corp,,,,,AXGC,Energy,,"12,499.20",
PGIE.PK,PGI Energy Inc,,,,,PGIE,Energy,13/03/2012,"2,022.22",
ERHE.PK,ERHC Energy Inc,,,,,ERHE,Energy,19/01/2017,"5,758,884.19",
SOIS.PK,Striker Oil & Gas Inc,,,,,SOIS,Energy,15/04/2008,24.81,
EVOA.PK,EVO Transportation & Energy Services Inc,,,,,EVOA,Energy,30/06/2022,"43,520,021.90",1.97
SKPO.PK,Skye Petroleum Inc,,,,,SKPO,Energy,,"899,853.84",
TIDE.PK,Tidelands Oil & Gas Corp,,,,,TIDE,Energy,15/04/2008,217.75,
VYEY.PK,Victory Oilfield Tech Inc,,,,,VYEY,Energy,15/04/2022,"4,945,852.57",1.59
TEXG.PK,Westar Oil & Gas Inc,,,,,TEXG,Energy,13/10/2006,"451,800.00",
PTRC.PK,Petro River Oil Corp,,,,,PTRC,Energy,13/08/2019,18.2,1.61
SGER.PK,Sterling Energy Resources Inc,,,,,SGER,Energy,,"3,457.50",
LODE.A,Comstock Inc,,,,,LODE,Energy,16/03/2023,"33,542,064.56",1.93
HUSA.A,Houston American Energy Corp,,,,,HUSA,Energy,31/03/2023,"29,743,050.40",0.77
GPTC.PK,Golden Patriot Corp,,,,,GPTC,Energy,14/08/2007,112.76,
CYNS.PK,Cygnus Oil And Gas Corp,,,,,CYNS,Energy,,7.25,
EVSO.PK,Evolution Solar Corp,,,,,EVSO,Energy,,36.29,
RKTE.PK,High Velocity Alternative Energy Corp,,,,,RKTE,Energy,09/01/2008,69.6,
TXHE.PK,Texhoma Energy Inc,,,,,TXHE,Energy,15/01/2008,"5,319.90",
NNYR.PK,Northamerican Energy Group Corp,,,,,NNYR,Energy,,234.07,
PED.A,PEDEVCO Corp,,,,,PED,Energy,29/03/2023,"88,781,072.34",1.17
DMLP.OQ,Dorchester Minerals LP,,,,,DMLP,Energy,23/02/2023,"1,152,679,649.72",1.17
LNKE.PK,Link Energy LLC,,,,,LNKE,Energy,30/03/2004,131.83,
AFPW.PK,Alumifuel Power Corp,,,,,AFPW,Energy,14/04/2016,"4,703.08",
SVSE.PK,Silver Star Energy Inc,,,,,SVSE,Energy,,96.22,
FDEI.PK,Fidelis Energy Inc,,,,,FDEI,Energy,02/04/2007,249.84,
BMMCF.PK,KBridge Energy Corp,,,,,BMMCF,Energy,02/09/2022,14.52,1.97
CLBN.PK,Caliber Energy Inc,,,,,CLBN,Energy,,36.57,
SKPI.PK,Sky Petroleum Inc,,,,,SKPI,Energy,28/08/2015,"7,653.37",
KKPT.PK,Koko Petroleum Inc,,,,,KKPT,Energy,,5.14,
GBXI.PK,GBX International Group Inc,,,,,GBXI,Energy,28/07/2011,"10,649,163.42",
GAEC.PK,Gulf Alternative Energy Corp,,,,,GAEC,Energy,,2.6,
CLNV.PK,Clean Vision Corp,,,,,CLNV,Energy,21/12/2021,"27,085,441.50",2.75
OEDVQ.PK,Osage Exploration and Development Inc,,,,,OEDVQ,Energy,31/03/2015,58.28,
APLN.PK,Ae Holding I Inc,,,,,APLN,Energy,,,
NFEI.PK,New Frontier Energy Inc,,,,,NFEI,Energy,17/07/2013,"635,685.39",
SYNE.PK,Synthesis Energy Systems Inc,,,,,SYNE,Energy,13/01/2020,"1,576.50",-0.12
IXOG.PK,Index Oil and Gas Inc,,,,,IXOG,Energy,10/07/2009,71.66,
WNWG.PK,Wentworth Energy Inc,,,,,WNWG,Energy,15/04/2010,298.8,
BFDE.PK,Bedford Energy Inc,,,,,BFDE,Energy,,"3,775.20",
TRAE.PK,Triton American Energy Corp,,,,,TRAE,Energy,,"3,811.00",
BNXR.PK,Brinx Resources Ltd,,,,,BNXR,Energy,13/02/2015,"2,462.98",
DVFI.PK,Diversified Oil and Gas Holdings Ltd,,,,,DVFI,Energy,,"112,363.61",
CDID.PK,Quad Energy Corp,,,,,CDID,Energy,,1.73,
QREE.PK,Quantum Energy Inc,,,,,QREE,Energy,26/08/2022,"1,363,343,688.00",0.63
ABCE.PK,ABCO Energy Inc,,,,,ABCE,Energy,19/04/2022,"260,515.17",0.09
PDGO.PK,Paradigm Oil and Gas Inc,,,,,PDGO,Energy,03/06/2013,"262,699.04",
ENGY.PK,Central Energy Partners LP,,,,,ENGY,Energy,31/03/2015,"195,914.82",
SRCX.PK,Stonebridge Resources Explorations Ltd,,,,,SRCX,Energy,,,
IGPG.PK,Ignis Petroleum Group Inc,,,,,IGPG,Energy,14/10/2008,57.84,
MOPN.PK,JPO Solutions Inc,,,,,MOPN,Energy,12/04/2011,"799,999.61",
MKGP.PK,Maverick Energy Group Ltd,,,,,MKGP,Energy,,"3,928,724.28",
PGPM.PK,Pilgrim Petroleum Corp,,,,,PGPM,Energy,,2,
OPTT.A,Ocean Power Technologies Inc,,,,,OPTT,Energy,13/07/2022,"29,433,507.98",1.43
PLFF.PK,Klmkh Inc,,,,,PLFF,Energy,15/10/2012,"54,043,716.20",
TNEN.PK,True North Energy Corp,,,,,TNEN,Energy,06/11/2013,"155,986.64",
CEI.A,Camber Energy Inc,,,,,CEI,Energy,17/03/2023,"30,600,000.00",-1.38
HOKUQ.PK,Hoku Corp,,,,,HOKUQ,Energy,09/06/2011,55.3,
CABE.PK,Calibre Energy Inc,,,,,CABE,Energy,,624.38,
ZENG.PK,Zenergy International Inc,,,,,ZENG,Energy,,"54,003.22",
LOGL.PK,Legend Oil and Gas Ltd,,,,,LOGL,Energy,31/03/2017,942.08,
SCNG.PK,Evolution Fuels Inc,,,,,SCNG,Energy,16/04/2010,"664,860.17",
MSGP.PK,Kenergy Scientific Inc,,,,,MSGP,Energy,11/04/2014,"5,398,841.45",
DCP.N,DCP Midstream LP,,,,,DCP,Energy,08/02/2023,"8,721,587,430.24",2.34
SOEN.PK,Solar EnerTech Corp,,,,,SOEN,Energy,27/12/2011,"18,306.93",
RKOS.PK,Arkose Energy Corp,,,,,RKOS,Energy,,"6,884,164.54",
CYPE.PK,Century Petroleum Corp,,,,,CYPE,Energy,15/08/2008,271.86,
0206.HK,CMIC Ocean En Tech Holding Co Ltd,,,,,206,Energy,26/03/2023,"101,235,930.00",0.52
ECCE.PK,Eagle Ford Oil & Gas Corp,,,,,ECCE,Energy,26/03/2014,"4,212.79",
UAPC.PK,UAPC INC,,,,,UAPC,Energy,16/04/2015,"450,615.08",
PSUD.PK,Petrosun Inc,,,,,PSUD,Energy,,"30,479,537.57",
AKVA.PK,Arkanova Energy Corp,,,,,AKVA,Energy,10/02/2017,487.64,
SUNW.OQ,Sunworks Inc,,,,,SUNW,Energy,10/03/2023,"43,917,208.96",1.89
PGNE.PK,Primegen Energy Corp,,,,,PGNE,Energy,29/09/2006,233.84,
AXP.AX,AXP Energy Ltd,,,,,AXP,Energy,27/07/2022,"11,739,047.67",1.61
CDVIQ.PK,Cal Dive International Inc,,,,,CDVIQ,Energy,04/03/2014,98.58,
CERX.PK,Colombia Energy Resources Inc,,,,,CERX,Energy,30/03/2012,"824,768.25",
SNMP.A,Evolve Transition Infrastructure LP,,,,,SNMP,Energy,27/03/2023,"37,658,224.48",0.1
REOS.PK,ReoStar Energy Corp,,,,,REOS,Energy,29/06/2010,"1,340,349.06",
ECPL.PK,EcoPlus Inc,,,,,ECPL,Energy,,"84,932,412.58",
ASTI.OQ,Ascent Solar Technologies Inc,,,,,ASTI,Energy,10/03/2023,"13,294,410.12",0.57
GSPE.PK,GulfSlope Energy Inc,,,,,GSPE,Energy,29/12/2022,"7,228,969.97",0.44
HLXW.PK,Helix Wind Corp,,,,,HLXW,Energy,31/03/2011,"1,922.00",
WCYN.PK,West Canyon Energy Corp,,,,,WCYN,Energy,01/10/2012,"4,441.33",
SUBB.PK,Suburban Minerals Corp,,,,,SUBB,Energy,,360.04,
MNVN.PK,Mondial Ventures Inc,,,,,MNVN,Energy,,"1,976.03",
HENC.PK,Hero Technologies Inc,,,,,HENC,Energy,31/03/2023,"7,797,771.55",0.09
MVO.N,MV Oil Trust,,,,,MVO,Energy,05/01/2023,"154,790,000.00",0.85
GSFI.PK,Green Stream Holdings Inc,,,,,GSFI,Energy,15/08/2022,"995,652.86",1.57
ROYE.PK,Royal Energy Resources Inc,,,,,ROYE,Energy,29/03/2019,"9,039,646.50",1.83
LBYE.PK,Liberty Energy Corp,,,,,LBYE,Energy,10/04/2015,"10,212.93",
NEWH.PK,NewHydrogen Inc,,,,,NEWH,Energy,10/03/2023,"8,461,522.15",1.94
XBOR.PK,Cross Border Resources Inc,,,,,XBOR,Energy,19/05/2015,"1,733.62",
LNDT.PK,Liandi Clean Technology Inc,,,,,LNDT,Energy,,"7,288.97",
SPLM.PK,Sentry Petroleum Ltd,,,,,SPLM,Energy,31/05/2011,117.49,
CETG.PK,Capital City Energy Group Inc,,,,,CETG,Energy,08/07/2015,"429,745.31",
SLNX.PK,Solanbridge Group Inc,,,,,SLNX,Energy,16/04/2013,"2,610.67",
SLNG.OQ,Stabilis Solutions Inc,,,,,SLNG,Energy,09/03/2023,"60,831,061.50",-0.07
BEEI.PK,Bald Eagle Energy Inc,,,,,BEEI,Energy,13/01/2009,84.83,
MGUY.PK,Mogul Energy International Inc,,,,,MGUY,Energy,11/04/2012,"41,140,531.49",
OILY.PK,Sino American Oil Co,,,,,OILY,Energy,13/01/2023,"53,833,800.00",-0.98
GCHK.PK,Greenchek Technology Inc,,,,,GCHK,Energy,15/06/2010,"32,271.50",
SFBE.PK,Sino Bioenergy Corp,,,,,SFBE,Energy,14/02/2013,"2,135,747.25",
ALME.PK,Alamo Energy Corp,,,,,ALME,Energy,25/07/2017,"13,741.31",
CYRS.PK,Cheyenne Resources Corp,,,,,CYRS,Energy,15/04/2009,,
EPSN.OQ,Epsilon Energy Ltd,,,,,EPSN,Energy,24/03/2023,"121,510,153.20",0.4
PTOI.PK,Plastic2Oil Inc,,,,,PTOI,Energy,03/06/2019,"411,695.32",1.43
BBLS.PK,Petrolia Energy Corp,,,,,BBLS,Energy,16/05/2022,"70,795.33",0.83
PPRW.PK,Premier Power Renewable Energy Inc,,,,,PPRW,Energy,04/04/2012,"3,090.27",
FHLD.PK,Freedom Holdings Inc,,,,,FHLD,Energy,20/03/2023,"61,438.25",-7.21
TRRE.PK,Terra Energy Resources Ltd,,,,,TRRE,Energy,03/07/2013,"13,822,572.25",
EQTE.PK,EQM Technologies & Energy Inc,,,,,EQTE,Energy,14/04/2014,"8,294.71",
FNRG.PK,ForceField Energy Inc,,,,,FNRG,Energy,15/04/2015,17.83,
SUIC.PK,Suic Worldwide Holdings Ltd,,,,,SUIC,Energy,31/03/2022,"7,988,934.37",0.8
PQE.V,Petroteq Energy Inc,,,,,PQE,Energy,14/12/2021,"9,942,622.96",2.23
GSLO.PK,Go Solar USA Inc,,,,,GSLO,Energy,02/05/2011,"6,542.59",
BROE.PK,Baron Energy Inc,,,,,BROE,Energy,13/08/2012,"112,477.62",
PRPS.PK,SV Propellus Inc,,,,,PRPS,Energy,06/04/2018,"12,464,539.20",1.51
KEI.TO,Kolibri Global Energy Inc,,,,,KEI,Energy,15/03/2023,"135,252,568.22",2.39
GELV.PK,Green Energy Live Inc,,,,,GELV,Energy,15/04/2010,231.15,
BNMV.OQ,BitNile Metaverse Inc,,,,,BNMV,Energy,07/07/2022,"4,105,678.15",0.66
GWTI.PK,Greenway Technologies Inc,,,,,GWTI,Energy,11/04/2022,"4,656,016.15",0.07
SNVP.PK,Savoy Energy Corp,,,,,SNVP,Energy,16/04/2013,"20,224.86",
SRSG.PK,Spirits Time International Inc,,,,,SRSG,Energy,15/04/2022,"3,902,068.75",1.77
MMEX.PK,MMEX Resources Corp,,,,,MMEX,Energy,15/07/2022,"114,592.90",0.58
ENGT.PK,Energy and Technology Corp,,,,,ENGT,Energy,02/04/2018,"16,540,234.90",1.94
ADEC.PK,Alternative Energy Development Corp,,,,,ADEC,Energy,03/11/2009,66.8,
SIRC.PK,Solar Integrated Roofing Corp,,,,,SIRC,Energy,09/11/2022,"15,240,634.52",1.09
RCIT.PK,Reelcause Inc,,,,,RCIT,Energy,16/04/2012,"1,448,691.93",
PTTN.PK,Patten Energy Solutions Group Inc,,,,,PTTN,Energy,25/04/2014,"3,422.07",
RTSO.PK,RTS Oil Holdings Inc,,,,,RTSO,Energy,16/07/2013,"2,000,002.56",
IPRC.PK,Imperial Resources Inc,,,,,IPRC,Energy,16/07/2012,"8,695.24",
DENR.PK,Discovery Energy Corp,,,,,DENR,Energy,06/12/2022,154.37,0.34
LRDC.PK,Laredo Oil Inc,,,,,LRDC,Energy,13/09/2022,"4,465,919.72",-0.64
STRI.PK,STR Holdings Inc,,,,,STRI,Energy,27/03/2019,"1,289,729.86",0.79
SOPV.PK,Solar Park Initiatives Inc,,,,,SOPV,Energy,28/12/2010,60.78,
TEGY.PK,Transact Energy Corp,,,,,TEGY,Energy,13/01/2023,65.62,-1
ASKE.PK,Alaska Pacific Energy Corp,,,,,ASKE,Energy,,"6,562.08",
